Speaker,DLGFile,Priority,StrRefCount,LegacyClips,HasLegacyVO,Notes
Hellfear,HELLFEAR.DLG,3,56,0,No,
Mgappr01,MGAPPR01.DLG,3,56,0,No,
Mgappr03,MGAPPR03.DLG,3,56,0,No,
Samia,SAMIA.DLG,3,56,0,No,
Trmer02,TRMER02.DLG,3,56,0,No,
Trskin02,TRSKIN02.DLG,3,56,0,No,
Yagcon,YAGCON.DLG,3,56,0,No,
Bhexxa25,BHEXXA25.DLG,3,55,0,No,
Drunk1,DRUNK1.DLG,3,55,0,No,
Drunk1,EURIC.DLG,3,55,0,No,
Drunk1,FERGUS.DLG,3,55,0,No,
Drunk1,OHRYXTRA.DLG,3,55,0,No,
Drunk1,VELVET.DLG,3,55,0,No,
Hgwra01,HGWRA01.DLG,3,55,0,No,
Mazzyp,MAZZYP.DLG,3,55,0,No,
Ohbmardu,OHBMARDU.DLG,3,55,0,No,
Ohbmardu,OHBSHORT.DLG,3,55,0,No,
Ohhqais,OHHQAIS.DLG,3,55,27,Yes,
Sevbar01,SEVBAR01.DLG,3,55,0,No,
Udsvir05,UDSVIR05.DLG,3,55,0,No,
Kpmerc01,KPMERC01.DLG,3,54,0,No,
Lehtin,LEHTIN.DLG,3,54,0,No,
Lehtin,SKIEP.DLG,3,54,0,No,
Neera,NEERA.DLG,3,54,27,Yes,
Obssol01,OBSSOL01.DLG,3,54,0,No,
Ohhiqbal,OHHIQBAL.DLG,3,54,30,Yes,
Sarbar01,SARBAR01.DLG,3,54,0,No,
Trgrd03,TRGRD03.DLG,3,54,0,No,
Brasaa25,BRASAA25.DLG,3,53,0,No,
Brasaa25,BRASAAD.DLG,3,53,0,No,
Ohrtallu,OHRTALLU.DLG,3,53,0,No,
Sengua01,SENGUA01.DLG,3,53,0,No,
Anome25J,ANOME25J.DLG,3,52,0,No,
Anome25J,ANOMENJ.DLG,3,52,0,No,
C6Bodhi,C6BODHI.DLG,3,52,0,No,
Gorapr,GORAPR.DLG,3,52,0,No,
Gorcar,GORCAR.DLG,3,52,0,No,
Hellself,HELLSELF.DLG,3,52,0,No,
Ohrbsm,OHRBSM.DLG,3,52,20,Yes,
Pelanna,PELANNA.DLG,3,52,0,No,
Quayle,QUAYLE.DLG,3,52,0,No,
Quayle,R158.DLG,3,52,0,No,
Riftg03,RIFTG03.DLG,3,52,0,No,
Shape,SHAPE.DLG,3,52,0,No,
Tanally1,TANALLY1.DLG,3,52,0,No,
Udduer01,UDDUER01.DLG,3,52,0,No,
Aerie25J,AERIE25J.DLG,3,51,0,No,
Aerie25J,AERIEJ.DLG,3,51,0,No,
Bdact06,BDACT06.DLG,3,51,0,No,
Kamir,KAMIR.DLG,3,51,0,No,
Murdgirl,MURDGIRL.DLG,3,51,0,No,
Ohbjoker,OHBJOKER.DLG,3,51,0,No,
Sartem01,SARTEM01.DLG,3,51,0,No,
Jaylos,JAYLOS.DLG,3,50,0,No,
Kaypal02,KAYPAL02.DLG,3,50,0,No,
Messen,MESSEN.DLG,3,50,0,No,
Messen,R158.DLG,3,50,0,No,
Messen,SIRLOT.DLG,3,50,0,No,
Messen,SLYTHE.DLG,3,50,0,No,
Ohnamani,OHNAMANI.DLG,3,50,28,Yes,
Trple01,TRPLE01.DLG,3,50,0,No,
Ohhhafiz,OHHHAFIZ.DLG,3,49,24,Yes,
Plmetr01,PLMETR01.DLG,3,49,0,No,
Ppsaem2,PPSAEM2.DLG,3,49,0,No,
Sahpr2,SAHPR2.DLG,3,49,0,No,
Shaava01,SHAAVA01.DLG,3,49,0,No,
Trfued01,TRFUED01.DLG,3,49,0,No,
Calaha,CALAHA.DLG,3,48,0,No,
Doug,DOUG.DLG,3,48,0,No,
Doug,ISLANNE.DLG,3,48,0,No,
Imoen2,IMOEN2.DLG,3,48,0,No,
Ohrbssm1,OHRBSSM1.DLG,3,48,0,No,
Ohrbssm1,OHRBSSM2.DLG,3,48,0,No,
Ohrsahan,OHRSAHAN.DLG,3,48,25,Yes,
Sarvie01,SARVIE01.DLG,3,48,0,No,
Surly,SURLY.DLG,3,48,0,No,
Temsup,TEMSUP.DLG,3,48,0,No,
Trfued05,TRFUED05.DLG,3,48,0,No,
Bdact04,BDACT04.DLG,3,47,0,No,
Imoen25J,IMOEN25J.DLG,3,47,0,No,
Imoen25J,IMOEN2J.DLG,3,47,0,No,
Imoen25J,NEERA25J.DLG,3,47,0,No,
Imoen25J,VICON25J.DLG,3,47,0,No,
Salvanas,SALVANAS.DLG,3,47,0,No,
Tanner,TANNER.DLG,3,47,0,No,
Uhkid01,UHKID01.DLG,3,47,0,No,
Wish,WISH.DLG,3,47,0,No,
Anomenp,ANOMENP.DLG,3,46,0,No,
Anomenp,BARESH.DLG,3,46,0,No,
Dmark1,DMARK1.DLG,3,46,0,No,
Drush,DRUSH.DLG,3,46,0,No,
Famil3,FAMIL3.DLG,3,46,0,No,
Idryad3,IDRYAD3.DLG,3,46,0,No,
Idryad3,MTOWBEZ.DLG,3,46,0,No,
Idryad3,OOGIEW.DLG,3,46,0,No,
Idryad3,RALEO.DLG,3,46,0,No,
Idryad3,REPMAN.DLG,3,46,0,No,
Idryad3,SPENGIL.DLG,3,46,0,No,
Idryad3,YAGO.DLG,3,46,0,No,
Ohblea,OHBLEA.DLG,3,46,15,Yes,
Ohrgeld,OHRGELD.DLG,3,46,0,No,
Crothf01,CROTHF01.DLG,3,45,0,No,
Dorn25A,DORN25A.DLG,3,45,15,Yes,
Dorn25A,DORN25P.DLG,3,45,15,Yes,
Famil325,FAMIL325.DLG,3,45,0,No,
Jagalvar,JAGALVAR.DLG,3,45,0,No,
Jagalvar,KIVANJ.DLG,3,45,0,No,
Jagalvar,KRYSTI.DLG,3,45,0,No,
Jagalvar,MONTAJ.DLG,3,45,0,No,
Jagalvar,SIRLOT.DLG,3,45,0,No,
Jagalvar,SLYTHE.DLG,3,45,0,No,
Jagalvar,WINTHR2.DLG,3,45,0,No,
Korgana,KORGANA.DLG,3,45,0,No,
Korgana,MALKAL.DLG,3,45,0,No,
Korgana,MTOWBA.DLG,3,45,0,No,
Ohnghall,OHNGHALL.DLG,3,45,20,Yes,
Ohrbmm,OHRBMM.DLG,3,45,18,Yes,
Rielev,RODNIM.DLG,3,45,0,No,
Rielev,SANADAL.DLG,3,45,0,No,
Rielev,TOWNCR.DLG,3,45,0,No,
Berrun,BERRUN.DLG,3,44,0,No,
Berrun,JAHEIRAJ.DLG,3,44,0,No,
Berrun,JATERMIN.DLG,3,44,0,No,
Berrun,NALIAJ.DLG,3,44,0,No,
Berrun,TOLGER.DLG,3,44,0,No,
Cltiva01,CLTIVA01.DLG,3,44,0,No,
Dshop01,DSHOP01.DLG,3,44,0,No,
Finsol01,FINSOL01.DLG,3,44,0,No,
Garkid01,GARKID01.DLG,3,44,0,No,
Gorlum,GORLUM.DLG,3,44,0,No,
Naliap,NALIAP.DLG,3,44,0,No,
Udsvir08,UDSVIR08.DLG,3,44,0,No,
25Spell,25SPELL.DLG,3,43,0,No,
Amcler02,AMCLER02.DLG,3,43,0,No,
Cefaldor,CEFALDOR.DLG,3,43,0,No,
Cefaldor,DIRLAI.DLG,3,43,0,No,
Cefaldor,DRUID2.DLG,3,43,0,No,
Cefaldor,ELMIN5.DLG,3,43,0,No,
Cefaldor,KARAN1.DLG,3,43,0,No,
Cefaldor,LAUDEN.DLG,3,43,0,No,
Cefaldor,LOBAR.DLG,3,43,0,No,
Cefaldor,VAIL.DLG,3,43,0,No,
Garkid02,GARKID02.DLG,3,43,0,No,
Hellgree,HELLGREE.DLG,3,43,0,No,
Imoen10,IMOEN10.DLG,3,43,0,No,
Imoen10,SHVERT.DLG,3,43,0,No,
Ohhmirri,OHHMIRRI.DLG,3,43,23,Yes,
Ruffian,RUFFIAN.DLG,3,43,0,No,
Shop06,SHOP06.DLG,3,43,0,No,
Shop06,SHOP6.DLG,3,43,0,No,
Shop06,XZAR.DLG,3,43,0,No,
Shop06,XZARP.DLG,3,43,0,No,
Uddemon,UDDEMON.DLG,3,43,0,No,
Bimoen2,BIMOEN2.DLG,3,42,0,No,
Bunkin,BUNKIN.DLG,3,42,0,No,
C6Coran,C6CORAN.DLG,3,42,0,No,
Cederil,CEDERIL.DLG,3,42,0,No,
Cederil,DRUIDC.DLG,3,42,0,No,
Cederil,DRUNK.DLG,3,42,0,No,
Cederil,FARM3.DLG,3,42,0,No,
Cederil,FARM5.DLG,3,42,0,No,
Cederil,FLAM7.DLG,3,42,0,No,
Cederil,FLAMBG.DLG,3,42,0,No,
Cederil,FLAMEN.DLG,3,42,0,No,
Cederil,FTOBE2.DLG,3,42,0,No,
Cederil,FTOBE3.DLG,3,42,0,No,
Cederil,FTOBE4.DLG,3,42,0,No,
Cederil,FTOBE6.DLG,3,42,0,No,
Cederil,FTOBE7.DLG,3,42,0,No,
Cederil,FTOBE8.DLG,3,42,0,No,
Cederil,FTOBE9.DLG,3,42,0,No,
Cederil,FTOWB4.DLG,3,42,0,No,
Cederil,FTOWB6.DLG,3,42,0,No,
Cederil,FTOWBE.DLG,3,42,0,No,
Cederil,R158.DLG,3,42,0,No,
Cederil,TORLOB.DLG,3,42,0,No,
Cederil,TOWNCR.DLG,3,42,0,No,
Cederil,TRAVE2.DLG,3,42,0,No,
Cederil,TRAVEL.DLG,3,42,0,No,
Fatesp,FATESP.DLG,3,42,0,No,
Gerhar,GERHAR.DLG,3,42,0,No,
Gerhar,SIL.DLG,3,42,0,No,
Ohbimim,OHBIMIM.DLG,3,42,0,No,
Ohbimim,OHNIMIM.DLG,3,42,0,No,
Ohnking,OHNKING.DLG,3,42,21,Yes,
Ohnrwbou,OHNRWBOU.DLG,3,42,0,No,
Ohrghell,OHRGHELL.DLG,3,42,26,Yes,
Ohrtheye,OHRTHEYE.DLG,3,42,0,No,
Sarcnt01,SARCNT01.DLG,3,42,0,No,
Shth05,SHTH05.DLG,3,42,0,No,
Uddrow06,UDDROW06.DLG,3,42,0,No,
Doghma,DOGHMA.DLG,3,41,0,No,
Escort3,ESCORT3.DLG,3,41,0,No,
Escort3,MONTAJ.DLG,3,41,0,No,
Escort3,TIAXP.DLG,3,41,0,No,
Escort3,XZARJ.DLG,3,41,0,No,
Isaea,ISAEA.DLG,3,41,0,No,
Ohrcless,OHRCLESS.DLG,3,41,19,Yes,
Trmtow01,TRMTOW01.DLG,3,41,0,No,
Waylane,WAYLANE.DLG,3,41,0,No,
Aeriep,AERIEP.DLG,3,40,0,No,
Bodhiamb,BODHIAMB.DLG,3,40,0,No,
Clcoti01,CLCOTI01.DLG,3,40,0,No,
Escort2,ESCORT2.DLG,3,40,0,No,
Escort2,FALDOJ.DLG,3,40,0,No,
Escort2,FALDOP.DLG,3,40,0,No,
Escort2,GARRIJ.DLG,3,40,0,No,
Escort2,MONTAJ.DLG,3,40,0,No,
Escort2,THIEFG.DLG,3,40,0,No,
Escort2,TIAXJ.DLG,3,40,0,No,
Escort2,XANJ.DLG,3,40,0,No,
Escort2,XANP.DLG,3,40,0,No,
Escort2,XZARJ.DLG,3,40,0,No,
Escort2,XZARP.DLG,3,40,0,No,
Escort2,YESLIJ.DLG,3,40,0,No,
Escort2,YESLIP.DLG,3,40,0,No,
Gorapp1,GORAPP1.DLG,3,40,0,No,
Hellgen,HELLGEN.DLG,3,40,0,No,
Janp,JANP.DLG,3,40,0,No,
Kylie1,KYLIE1.DLG,3,40,0,No,
Kylie1,PANGWA.DLG,3,40,0,No,
Llynis,LLYNIS.DLG,3,40,0,No,
Mazzy1,MAZZY.DLG,3,40,0,No,
Mazzy1,MAZZY1.DLG,3,40,0,No,
Ohbgc01,OHBGC01.DLG,3,40,0,No,
Ohbgc01,OHBNOSHU.DLG,3,40,0,No,
Ohndaxus,OHNDAXUS.DLG,3,40,24,Yes,
Ohndaxus,OHNHAYES.DLG,3,40,24,Yes,
Corneil,CORNEIL.DLG,3,39,0,No,
Corneil,TAMOKO3.DLG,3,39,0,No,
Domt,DOMT.DLG,3,39,0,No,
Elelev01,ELELEV01.DLG,3,39,0,No,
Idjinni,IDJINNI.DLG,3,39,0,No,
Idjinni,LAOLA.DLG,3,39,0,No,
Idjinni,MTOWBEZ.DLG,3,39,0,No,
Idjinni,SHVERT.DLG,3,39,0,No,
Idjinni,WINSKI.DLG,3,39,0,No,
Nevaziah,NEVAZIAH.DLG,3,39,0,No,
Ohralor,OHRALOR.DLG,3,39,24,Yes,
Ohramphi,OHRAMPHI.DLG,3,39,0,No,
Ohrtreya,OHRTREYA.DLG,3,39,21,Yes,
Prisonk1,PRISONK1.DLG,3,39,0,No,
Senbeh01,SENBEH01.DLG,3,39,0,No,
Shagho02,SHAGHO02.DLG,3,39,0,No,
Trgyp02,TRGYP02.DLG,3,39,0,No,
Wellyn,WELLYN.DLG,3,39,0,No,
Genie1,GENIE1.DLG,3,38,0,No,
Genie1,GHELDE.DLG,3,38,0,No,
Genie1,KGENIE1.DLG,3,38,0,No,
Genie1,LACHLU.DLG,3,38,0,No,
Genie1,OLIVIA.DLG,3,38,0,No,
Genie1,SLAVER4.DLG,3,38,0,No,
Greyhand,GREYHAND.DLG,3,38,0,No,
Hlskull,HLSKULL.DLG,3,38,0,No,
Kftown01,KFTOWN01.DLG,3,38,0,No,
Kftown01,STONE.DLG,3,38,0,No,
Kftown01,TERSUS.DLG,3,38,0,No,
Murdbegg,MURDBEGG.DLG,3,38,0,No,
Ohnlanne,OHNLANNE.DLG,3,38,24,Yes,
Prophet1,PROPHET1.DLG,3,38,0,No,
Trax,TRAX.DLG,3,38,0,No,
Udsvir04,UDSVIR04.DLG,3,38,0,No,
Gemfar02,GEMFAR02.DLG,3,37,0,No,
Gorlum2,GORLUM2.DLG,3,37,0,No,
Hist1,HIST1.DLG,3,37,0,No,
Maeguy01,MAEGUY01.DLG,3,37,0,No,
Pace,PACE.DLG,3,37,0,No,
Pace,STONEDL.DLG,3,37,0,No,
Pace,STONEDW.DLG,3,37,0,No,
Ppinn01,PPINN01.DLG,3,37,0,No,
Shop03,SHOP03.DLG,3,37,0,No,
Shop03,SHOP3.DLG,3,37,0,No,
Shop03,WATCHN.DLG,3,37,0,No,
Shop03,XANP.DLG,3,37,0,No,
Shop03,XZAR.DLG,3,37,0,No,
Sppain,SPPAIN.DLG,3,37,0,No,
Suelf10,SUELF10.DLG,3,37,0,No,
Uddoor02,UDDOOR02.DLG,3,37,0,No,
Belmin,BELMIN.DLG,3,36,0,No,
Brus2,BRUS2.DLG,3,36,0,No,
Brus2,NALIA.DLG,3,36,0,No,
Cedruid1,CEDRUID1.DLG,3,36,0,No,
Cedruid1,HOUSG1.DLG,3,36,0,No,
Cedruid1,HOUSG2.DLG,3,36,0,No,
Cedruid1,MESSED.DLG,3,36,0,No,
Cedruid1,SORCED.DLG,3,36,0,No,
Cedruid1,VOICE.DLG,3,36,0,No,
Hexxa25P,HEXXA25P.DLG,3,36,12,Yes,
Hexxa25P,HEXXATP.DLG,3,36,12,Yes,
Llarsh,LLARSH.DLG,3,36,0,No,
Llarsh,NORTUA.DLG,3,36,0,No,
Llarsh,SHEP.DLG,3,36,0,No,
Llarsh,TARTUS.DLG,3,36,0,No,
Llarsh,VIVIEN.DLG,3,36,0,No,
Ohbstirv,OHBSTIRV.DLG,3,36,0,No,
Ohrsgma1,OHRSGMA1.DLG,3,36,0,No,
Ohrsgma1,OHRSGMA2.DLG,3,36,0,No,
Pdwarf01,PDWARF01.DLG,3,36,0,No,
Thief7,THIEF7.DLG,3,36,0,No,
Uddrow10,UDDROW10.DLG,3,36,0,No,
Valygar,VALYGAR.DLG,3,36,0,No,
Valygar,WILCO.DLG,3,36,0,No,
Chalcy01,CHALCY01.DLG,3,35,0,No,
Desslo,DESSLO.DLG,3,35,0,No,
Desslo,GLAD2.DLG,3,35,0,No,
Desslo,HENDAK.DLG,3,35,0,No,
Desslo,IMOENP.DLG,3,35,0,No,
Desslo,JAGALVAR.DLG,3,35,0,No,
Desslo,JAHEIRAJ.DLG,3,35,0,No,
Desslo,LEHTIN.DLG,3,35,0,No,
Desslo,NOBLE1.DLG,3,35,0,No,
Desslo,NOBLE2.DLG,3,35,0,No,
Desslo,RIELEV.DLG,3,35,0,No,
Gorje,GORJE.DLG,3,35,0,No,
Ohhkeno,OHHKENO.DLG,3,35,15,Yes,
Shagho01,SHAGHO01.DLG,3,35,0,No,
Shthass1,SHTHASS1.DLG,3,35,0,No,
Torgal,TORGAL.DLG,3,35,0,No,
Torgal,WILTON.DLG,3,35,0,No,
Torgal,XZAR.DLG,3,35,0,No,
Udtrap05,UDTRAP05.DLG,3,35,0,No,
Valyg25J,VALYG25J.DLG,3,35,0,No,
Valyg25J,VALYGARJ.DLG,3,35,0,No,
Andris,ANDRIS.DLG,3,34,0,No,
Andris,ANOMEN.DLG,3,34,0,No,
Andris,BEAST.DLG,3,34,0,No,
Andris,COPCUST1.DLG,3,34,0,No,
Andris,COPCUST3.DLG,3,34,0,No,
Andris,RYLOCK.DLG,3,34,0,No,
Borinall,BORINALL.DLG,3,34,0,No,
Circg1,CIRCG1.DLG,3,34,0,No,
Circg1,SAILJOS.DLG,3,34,0,No,
Circg1,YESLIC.DLG,3,34,0,No,
Dragblac,DRAGBLAC.DLG,3,34,0,No,
Gorbat1,GORBAT1.DLG,3,34,0,No,
Gortan1,GORTAN1.DLG,3,34,0,No,
Jugdar01,JUGDAR01.DLG,3,34,0,No,
Mazzy25A,MAZZY25A.DLG,3,34,0,No,
Ohbmc,OHBMC.DLG,3,34,0,No,
Ohbnajim,OHBNAJIM.DLG,3,34,12,Yes,
Ohdscrol,OHDSCROL.DLG,3,34,0,No,
Ohnquaid,OHNQUAID.DLG,3,34,9,Yes,
Ohrdws01,OHRDWS01.DLG,3,34,0,No,
Ohrdws01,OHRDWS02.DLG,3,34,0,No,
Ohrphyll,OHRPHYLL.DLG,3,34,0,No,
Reedle,REEDLE.DLG,3,34,0,No,
Sarpro01,SARPRO01.DLG,3,34,0,No,
Sarpro01,SARPROF.DLG,3,34,0,No,
Viconi,VICONI.DLG,3,34,0,No,
Ammerc03,AMMERC03.DLG,3,33,0,No,
Anome25A,ANOME25A.DLG,3,33,0,No,
Bazpat01,BAZPAT01.DLG,3,33,0,No,
Bdact08,BDACT08.DLG,3,33,0,No,
Berinvar,BERINVAR.DLG,3,33,0,No,
Berinvar,DAITEL.DLG,3,33,0,No,
Berinvar,DRADEE2.DLG,3,33,0,No,
Berinvar,STONEDL.DLG,3,33,0,No,
Crthf03,CRTHF03.DLG,3,33,0,No,
Dharlot2,DHARLOT2.DLG,3,33,0,No,
Famil1,FAMIL1.DLG,3,33,0,No,
Jadermin,JADERMIN.DLG,3,33,0,No,
Jadermin,JENKAL.DLG,3,33,0,No,
Jadermin,NOOBER.DLG,3,33,0,No,
Jadermin,TELANO.DLG,3,33,0,No,
Neerap,NEERA.DLG,3,33,15,Yes,
Neerap,NEERAP.DLG,3,33,15,Yes,
Pirmur09,PIRMUR09.DLG,3,33,0,No,
Ppbodhi4,PPBODHI4.DLG,3,33,0,No,
Ppsime,PPSIME.DLG,3,33,0,No,
Renfeld,RENFELD.DLG,3,33,0,No,
Sahimp02,SAHIMP02.DLG,3,33,0,No,
Slilmat,SLILMAT.DLG,3,33,0,No,
Slilmat,WILMAT.DLG,3,33,0,No,
Suelhan,SUELHAN.DLG,3,33,0,No,
Ajanti,AJANTI.DLG,3,32,0,No,
Ajanti,BAERIE.DLG,3,32,0,No,
Ajanti,BCERND.DLG,3,32,0,No,
Ajanti,BMAZZY.DLG,3,32,0,No,
Ajanti,ELDERS.DLG,3,32,0,No,
Ajanti,IDJINNI.DLG,3,32,0,No,
Ajanti,JAREVIA.DLG,3,32,0,No,
Ajanti,LASSAL.DLG,3,32,0,No,
Ajanti,NALIAJ.DLG,3,32,0,No,
Ajanti,VALYGARP.DLG,3,32,0,No,
Ajanti,VAMPIRE1.DLG,3,32,0,No,
Arenthis,ARENTHIS.DLG,3,32,0,No,
Bazmonk,BAZMONK.DLG,3,32,0,No,
Death2,DEATH2.DLG,3,32,0,No,
Death2,RYLOCK.DLG,3,32,0,No,
Famil125,FAMIL125.DLG,3,32,0,No,
Hidden,HIDDEN.DLG,3,32,0,No,
Meliss01,MELISS01.DLG,3,32,0,No,
Nalbarg,NALBARG.DLG,3,32,0,No,
Ohdtread,OHDTREAD.DLG,3,32,17,Yes,
Ohdtread,OHDYARR.DLG,3,32,17,Yes,
Ohhhafsa,OHHHAFSA.DLG,3,32,11,Yes,
Ohnvicro,OHNVICRO.DLG,3,32,21,Yes,
Ohrfiddi,OHRFIDDI.DLG,3,32,19,Yes,
Scljyss,SCLJYSS.DLG,3,32,0,No,
Trskin01,TRSKIN01.DLG,3,32,0,No,
Gemjeb01,GEMJEB01.DLG,3,31,0,No,
Grael,GRAEL.DLG,3,31,0,No,
Grael,LUSETTE.DLG,3,31,0,No,
Grael,PACE.DLG,3,31,0,No,
Grael,THESHAL.DLG,3,31,0,No,
Jan2,JAN2.DLG,3,31,0,No,
Jan2,JANP.DLG,3,31,0,No,
Jan25J,JAN25J.DLG,3,31,0,No,
Jan25J,JANJ.DLG,3,31,0,No,
Ohdtragg,OHDTRAGG.DLG,3,31,12,Yes,
Rgrwlf01,RGRWLF01.DLG,3,31,0,No,
Rgrwlf01,RNGWLF01.DLG,3,31,0,No,
Sahimp01,SAHIMP01.DLG,3,31,0,No,
Amfaheed,AMFAHEED.DLG,3,30,0,No,
Ammayor,AMMAYOR.DLG,3,30,0,No,
Clglin01,CLGLIN01.DLG,3,30,0,No,
Dadrow16,DADROW16.DLG,3,30,0,No,
Daslave1,DASLAVE1.DLG,3,30,0,No,
Fatman,FATMAN.DLG,3,30,0,No,
Fatman,MERCHANT.DLG,3,30,0,No,
Goralt1,GORALT1.DLG,3,30,0,No,
Idiotp,IDIOTP.DLG,3,30,0,No,
Imnbook1,IMNBOOK1.DLG,3,30,0,No,
Korga25J,KORGA25J.DLG,3,30,0,No,
Korga25J,KORGANJ.DLG,3,30,0,No,
Kpgrd01,KPGRD01.DLG,3,30,0,No,
Kruin,KRUIN.DLG,3,30,0,No,
Madam,MADAM.DLG,3,30,0,No,
Madam,XZARJ.DLG,3,30,0,No,
Ohdbbro,OHDBBRO.DLG,3,30,0,No,
Ohrhmonk,OHRHMONK.DLG,3,30,0,No,
Ohroazma,OHROAZMA.DLG,3,30,15,Yes,
Sarev25J,SAREV25J.DLG,3,30,0,No,
Sarmag01,SARMAG01.DLG,3,30,0,No,
Travin,TRAVIN.DLG,3,30,0,No,
Trthf01,TRTHF01.DLG,3,30,0,No,
Uddrow08,UDDROW08.DLG,3,30,0,No,
Udduer02,UDDUER02.DLG,3,30,0,No,
Vicon25A,VICON25A.DLG,3,30,0,No,
Viconip,VICONIP.DLG,3,30,0,No,
Amsi,AMSI.DLG,3,29,0,No,
Amsmith,AMSMITH.DLG,3,29,0,No,
Banmer,BANMER.DLG,3,29,0,No,
Banmer,BJAHEIR.DLG,3,29,0,No,
Banmer,JANJ.DLG,3,29,0,No,
Banmer,LISSA.DLG,3,29,0,No,
Banmer,MAJAN.DLG,3,29,0,No,
Banmer,TAT.DLG,3,29,0,No,
Banmer,TOT.DLG,3,29,0,No,
Binnkeep,BINNKEEP.DLG,3,29,0,No,
Cechalle,CECHALLE.DLG,3,29,0,No,
Cechalle,GHAST3.DLG,3,29,0,No,
Cechalle,SCOTTY.DLG,3,29,0,No,
Cechalle,SPANKY.DLG,3,29,0,No,
Cechalle,WILLIB.DLG,3,29,0,No,
Dopmer,DOPMER.DLG,3,29,0,No,
Dopmer,ESCORT1.DLG,3,29,0,No,
Dopmer,ESCORT2.DLG,3,29,0,No,
Dopmer,MADAM.DLG,3,29,0,No,
Drshlo01,DRSHLO01.DLG,3,29,0,No,
Elearb02,ELEARB02.DLG,3,29,0,No,
Elearb03,ELEARB03.DLG,3,29,0,No,
Hurgisf,HURGISF.DLG,3,29,0,No,
Kpcapt02,KPCAPT02.DLG,3,29,0,No,
Ohdboll,OHDBOLL.DLG,3,29,12,Yes,
Prophet2,PROPHET2.DLG,3,29,0,No,
Rillpuzz,RILLPUZZ.DLG,3,29,0,No,
Sarthf1,SARTHF1.DLG,3,29,0,No,
Sphurg,SPHURG.DLG,3,29,0,No,
Uhmer01,UHMER01.DLG,3,29,0,No,
Bdprst01,BDPRST01.DLG,3,28,0,No,
Beggar1,BEGGAR1.DLG,3,28,0,No,
C6Elf1,C6ELF1.DLG,3,28,0,No,
Cebeggar,CEBEGGAR.DLG,3,28,0,No,
Cebeggar,GALLOR.DLG,3,28,0,No,
Cebeggar,POE.DLG,3,28,0,No,
Forthe,FORTHE.DLG,3,28,0,No,
Forthe,IMOEN10.DLG,3,28,0,No,
Forthe,MUGGER2.DLG,3,28,0,No,
Forthe,MUGGER4.DLG,3,28,0,No,
Forthe,NALIAJ.DLG,3,28,0,No,
Forthe,SALVANAS.DLG,3,28,0,No,
Forthe,SLAMNG01.DLG,3,28,0,No,
Forthe,SLAVER2.DLG,3,28,0,No,
Forthe,SLAVER3.DLG,3,28,0,No,
Forthe,SLSLAVE.DLG,3,28,0,No,
Hgkar01,HGKAR01.DLG,3,28,0,No,
Hurgisr,HURGISR.DLG,3,28,0,No,
Idryad2,IDRYAD2.DLG,3,28,0,No,
Idryad2,KEVIN.DLG,3,28,0,No,
Idryad2,MTOWNAZ.DLG,3,28,0,No,
Idryad2,OOGIEW.DLG,3,28,0,No,
Ohdfirej,OHDFIREJ.DLG,3,28,16,Yes,
Ohnsnake,OHNSNAKE.DLG,3,28,7,Yes,
Pirmur10,PIRMUR10.DLG,3,28,0,No,
Plfarm05,PLFARM05.DLG,3,28,0,No,
Ppsanik,PPSANIK.DLG,3,28,0,No,
Sarmat01,SARMAT01.DLG,3,28,0,No,
Suelle,SUELLE.DLG,3,28,0,No,
Suelle,SUELLI.DLG,3,28,0,No,
Uhinn02,UHINN02.DLG,3,28,0,No,
Amarch02,AMARCH02.DLG,3,27,0,No,
Bdact03,BDACT03.DLG,3,27,0,No,
Bdbart01,BDBART01.DLG,3,27,0,No,
Bounty,BOUNTY.DLG,3,27,0,No,
Bounty,BVICONI.DLG,3,27,0,No,
Bounty,CEDERIL.DLG,3,27,0,No,
Bounty,CEIGAROL.DLG,3,27,0,No,
Bounty,CERNDJ.DLG,3,27,0,No,
Bounty,PRISS.DLG,3,27,0,No,
C6Elhan1,C6ELHAN.DLG,3,27,0,No,
C6Elhan1,C6ELHAN1.DLG,3,27,0,No,
C6Elhan1,C6FAKE.DLG,3,27,0,No,
Chaldt01,CHALDT01.DLG,3,27,0,No,
Copgreet,COPGREET.DLG,3,27,0,No,
Ftown5,FTOWN5.DLG,3,27,0,No,
Ftown5,GALLOR.DLG,3,27,0,No,
Ftown5,KIVAN.DLG,3,27,0,No,
Gorchr,GORCHR.DLG,3,27,0,No,
Gorimp01,GORIMP01.DLG,3,27,0,No,
Gorpol1,GORPOL1.DLG,3,27,0,No,
Korshag,KORSHAG.DLG,3,27,0,No,
Kpchap01,KPCHAP01.DLG,3,27,0,No,
Ohhculak,OHHCULAK.DLG,3,27,0,No,
Ohrshani,OHRSHANI.DLG,3,27,12,Yes,
Suelf13,SUELF13.DLG,3,27,0,No,
Udtrap02,UDTRAP02.DLG,3,27,0,No,
Valyg25A,VALYG25A.DLG,3,27,0,No,
Crothf02,CROTHF02.DLG,3,26,0,No,
Ctraitor,CTRAITOR.DLG,3,26,0,No,
Ctraitor,STONE.DLG,3,26,0,No,
Dshop02,DSHOP02.DLG,3,26,0,No,
Dshop02,JAHABOAM.DLG,3,26,0,No,
Dshop02,PARDA1.DLG,3,26,0,No,
Dshop02,SORREL.DLG,3,26,0,No,
Dshop02,WILLIB.DLG,3,26,0,No,
