Speaker,DLGFile,Chapter,Priority,Notes
Celvan,CELVAN.DLG,Unassigned,3,
Cenanny,CENANNY.DLG,Unassigned,3,
Cenanny,CYDERM.DLG,Unassigned,3,
Cernd,CERND.DLG,Unassigned,3,
Cernd,FRIEND.DLG,Unassigned,3,
Cernd,FTOBE2.DLG,Unassigned,3,
Cernd,FTOBE3.DLG,Unassigned,3,
Cernd,FTOBE4.DLG,Unassigned,3,
Cernd,FTOBE9.DLG,Unassigned,3,
Cernd,HAFFG2.DLG,Unassigned,3,
Cernd,HALFFG.DLG,Unassigned,3,
Cernd,HALFG4.DLG,Unassigned,3,
Cernd,HALFG5.DLG,Unassigned,3,
Cernd,HALFG6.DLG,Unassigned,3,
Cernd,HOUSG1.DLG,Unassigned,3,
Cernd,HOUSG2.DLG,Unassigned,3,
Cernd,HOUSG4.DLG,Unassigned,3,
Cernd,MTOWF2.DLG,Unassigned,3,
Cernd,NOBL10.DLG,Unassigned,3,
Cernd,NOBL7.DLG,Unassigned,3,
Cernd,NOBL8.DLG,Unassigned,3,
Cernd,NOBL9.DLG,Unassigned,3,
Cernd,OGRMA3.DLG,Unassigned,3,
Cernd,SMITH.DLG,Unassigned,3,
Cernd,TRAVEL.DLG,Unassigned,3,
Cernd25A,CERND25A.DLG,Unassigned,3,
Cernd25J,CERND25J.DLG,Unassigned,3,
Cernd25J,CERNDJ.DLG,Unassigned,3,
Cernd25P,CERND25P.DLG,Unassigned,3,
Cerndj,CERNDJ.DLG,Unassigned,3,
Cerndj,CHHELP.DLG,Unassigned,3,
Cerndj,DILLAR.DLG,Unassigned,3,
Cerndj,DOPDUR1.DLG,Unassigned,3,
Cerndj,DRUID2.DLG,Unassigned,3,
Cerndj,FARM4.DLG,Unassigned,3,
Cerndj,FCOOK2.DLG,Unassigned,3,
Cerndj,FCOOK3.DLG,Unassigned,3,
Cerndj,FECOOK.DLG,Unassigned,3,
Cerndj,FLAM10.DLG,Unassigned,3,
Cerndj,FLAM8.DLG,Unassigned,3,
Cerndj,FLAM9.DLG,Unassigned,3,
Cerndj,FRIEND.DLG,Unassigned,3,
Cerndj,FTOWB3.DLG,Unassigned,3,
Cerndj,FTOWB4.DLG,Unassigned,3,
Cerndj,FTOWB5.DLG,Unassigned,3,
Cerndj,FTOWB7.DLG,Unassigned,3,
Cerndj,HALFG6.DLG,Unassigned,3,
Cerndj,HUNTER.DLG,Unassigned,3,
Cerndj,LENORE.DLG,Unassigned,3,
Cerndj,MONKD2.DLG,Unassigned,3,
Cerndj,MTOB7.DLG,Unassigned,3,
Cerndj,MTOB8.DLG,Unassigned,3,
Cerndj,MTOB9.DLG,Unassigned,3,
Cerndj,SATOS.DLG,Unassigned,3,
Cerndj,SHELTO.DLG,Unassigned,3,
Cerndj,SLAVE2.DLG,Unassigned,3,
Cerndj,UTOR.DLG,Unassigned,3,
Cerndj,VOICE.DLG,Unassigned,3,
Cerndp,CERNDP.DLG,Unassigned,3,
Cguard1,CGUARD1.DLG,Unassigned,3,
Cguard1,RIGGILO.DLG,Unassigned,3,
Chain,CHAIN.DLG,Unassigned,3,
Chalcy01,CHALCY01.DLG,Unassigned,3,
Chaldt01,CHALDT01.DLG,Unassigned,3,
Chalin01,CHALIN01.DLG,Unassigned,3,
Chalpc01,CHALPC01.DLG,Unassigned,3,
Chalrv01,CHALRV01.DLG,Unassigned,3,
Chalsp01,CHALSP01.DLG,Unassigned,3,
Charmc,CHARMC.DLG,Unassigned,3,
Charmc,GERHAR.DLG,Unassigned,3,
Chase,CHASE.DLG,Unassigned,3,
Chase,JAGALVAR.DLG,Unassigned,3,
Chase,JAREVIA.DLG,Unassigned,3,
Chase,VALYGAR.DLG,Unassigned,3,
Chelan,CHELAN.DLG,Unassigned,3,
Chelan,VALYGAR.DLG,Unassigned,3,
Chess,CHESS.DLG,Unassigned,3,
Chess,MERONIA.DLG,Unassigned,3,
Chhelp,CHHELP.DLG,Unassigned,3,
Childulg,CHILDULG.DLG,Unassigned,3,
Childulg,RENAL.DLG,Unassigned,3,
Chloe,CHLOE.DLG,Unassigned,3,
Chloe,JAHEIRAJ.DLG,Unassigned,3,
Chloe,JATERMIN.DLG,Unassigned,3,
Chloe,TOLGER.DLG,Unassigned,3,
Cholga,CHOLGA.DLG,Unassigned,3,
Cholga,JADERMIN.DLG,Unassigned,3,
Cholga,JAHEIRAJ.DLG,Unassigned,3,
Chore,CHORE.DLG,Unassigned,3,
Circg1,CIRCG1.DLG,Unassigned,3,
Circg1,SAILJOS.DLG,Unassigned,3,
Circg1,YESLIC.DLG,Unassigned,3,
Civamng1,CIVAMNG1.DLG,Unassigned,3,
Civfrus1,CIVFRUS1.DLG,Unassigned,3,
Civil01,CIVIL01.DLG,Unassigned,3,
Civil02,CIVIL02.DLG,Unassigned,3,
Civil03,CIVIL03.DLG,Unassigned,3,
Clardi01,CLARDI01.DLG,Unassigned,3,
Clcoti01,CLCOTI01.DLG,Unassigned,3,
Cldad,CLDAD.DLG,Unassigned,3,
Clelun01,CLELUN01.DLG,Unassigned,3,
Clerk01,CLERK01.DLG,Unassigned,3,
Clglin01,CLGLIN01.DLG,Unassigned,3,
Clkid,CLKID.DLG,Unassigned,3,
Clmom,CLMOM.DLG,Unassigned,3,
Clone1,CLONE1.DLG,Unassigned,3,
Clone1,DEFAULT.DLG,Unassigned,3,
Clone1,ELMINS.DLG,Unassigned,3,
Clone1,GAMES5.DLG,Unassigned,3,
Clrani01,CLRANI01.DLG,Unassigned,3,
Cltcut01,CLTCUT01.DLG,Unassigned,3,
Cltcut02,CLTCUT02.DLG,Unassigned,3,
Cltcut03,CLTCUT03.DLG,Unassigned,3,
Cltiva01,CLTIVA01.DLG,Unassigned,3,
Cohnta,COHNTA.DLG,Unassigned,3,
Cohrvale,COHRVALE.DLG,Unassigned,3,
Coksmth,COKSMTH.DLG,Unassigned,3,
Coksmth,IGOLEM2.DLG,Unassigned,3,
Coksmth,KELDORP.DLG,Unassigned,3,
Connol,CONNOL.DLG,Unassigned,3,
Connol,IMOEN10.DLG,Unassigned,3,
Connol,KSLAVE01.DLG,Unassigned,3,
Connol,MUGGER1.DLG,Unassigned,3,
Connol,VALYGARX.DLG,Unassigned,3,
Conpanel,CONPANEL.DLG,Unassigned,3,
Copamb01,COPAMB01.DLG,Unassigned,3,
Copcust1,COPCUST1.DLG,Unassigned,3,
Copcust2,COPCUST2.DLG,Unassigned,3,
Copcust2,TELLAN.DLG,Unassigned,3,
Copcust3,COPCUST3.DLG,Unassigned,3,
Copcust3,TELLAN.DLG,Unassigned,3,
Copgreet,COPGREET.DLG,Unassigned,3,
Cor,COR.DLG,Unassigned,3,
Cor,FTOBE2.DLG,Unassigned,3,
Cor,NOBL9.DLG,Unassigned,3,
Cor,OGRMA3.DLG,Unassigned,3,
Cor,SMITH.DLG,Unassigned,3,
Coranp,CORANP.DLG,Unassigned,3,
Coranp,GENIE2.DLG,Unassigned,3,
Coranp,JAGALVAR.DLG,Unassigned,3,
Coranp,KGENIE2.DLG,Unassigned,3,
Coranp,NOBLE1.DLG,Unassigned,3,
Coranp,NOBLE2.DLG,Unassigned,3,
Corgeig,CORGEIG.DLG,Unassigned,3,
Corneil,CORNEIL.DLG,Unassigned,3,
Corneil,TAMOKO3.DLG,Unassigned,3,
Corson,CORSON.DLG,Unassigned,3,
Corson,KSLAVE01.DLG,Unassigned,3,
Corson,VALYGARX.DLG,Unassigned,3,
Counsec,COUNSEC.DLG,Unassigned,3,
Cowenf2,COWENF2.DLG,Unassigned,3,
Cowldie,COWLDIE.DLG,Unassigned,3,
Credus,CREDUS.DLG,Unassigned,3,
Credus,JAGALVAR.DLG,Unassigned,3,
Credus,JAHEIRAJ.DLG,Unassigned,3,
Crew,CREW.DLG,Unassigned,3,
Crew,SASSAR.DLG,Unassigned,3,
Crobar01,CROBAR01.DLG,Unassigned,3,
Crodru01,CRODRU01.DLG,Unassigned,3,
Crogam01,CROGAM01.DLG,Unassigned,3,
Crogam02,CROGAM02.DLG,Unassigned,3,
Crolus,CROLUS.DLG,Unassigned,3,
Crothf01,CROTHF01.DLG,Unassigned,3,
Crothf02,CROTHF02.DLG,Unassigned,3,
Crowen01,CROWEN01.DLG,Unassigned,3,
Crthf03,CRTHF03.DLG,Unassigned,3,
Cscleric,CSCLERIC.DLG,Unassigned,3,
Cscowl1,CSCOWL1.DLG,Unassigned,3,
Cscowl1,KAGAIJ.DLG,Unassigned,3,
Cscowl1,KAGAIP.DLG,Unassigned,3,
Csgaal,CSGAAL.DLG,Unassigned,3,
Csgayl,CSGAYL.DLG,Unassigned,3,
Csheck1,CSHECK1.DLG,Unassigned,3,
Csheck2,CSHECK2.DLG,Unassigned,3,
Csheck3,CSHECK3.DLG,Unassigned,3,
Csimoen,CSIMOEN.DLG,Unassigned,3,
Csimoen,MTOWBA.DLG,Unassigned,3,
Csimoen,SLYTHE.DLG,Unassigned,3,
Csiren,CSIREN.DLG,Unassigned,3,
Cssupp1,CSSUPP1.DLG,Unassigned,3,
Cssupp2,CSSUPP2.DLG,Unassigned,3,
Cssupp3,CSSUPP3.DLG,Unassigned,3,
Ctraitor,CTRAITOR.DLG,Unassigned,3,
Ctraitor,STONE.DLG,Unassigned,3,
Cult2,CULT2.DLG,Unassigned,3,
Cult2,HAEGAN.DLG,Unassigned,3,
Cult2,SASSAR.DLG,Unassigned,3,
Cultist1,CULTIST1.DLG,Unassigned,3,
Cultist1,RIGGILO.DLG,Unassigned,3,
Cultist2,CULTIST2.DLG,Unassigned,3,
Cultist2,RIGGILO.DLG,Unassigned,3,
Cultist2,STONE.DLG,Unassigned,3,
Custom,CUSTOM.DLG,Unassigned,3,
Cuteki,CUTEKI.DLG,Unassigned,3,
Cutgor,CUTGOR.DLG,Unassigned,3,
Cutgor,MTOWN1.DLG,Unassigned,3,
Cutsar,CUTSAR.DLG,Unassigned,3,
Cutsar,MTOWN1.DLG,Unassigned,3,
Cyderm,CYDERM.DLG,Unassigned,3,
Cyderm,HENDAK.DLG,Unassigned,3,
D1Gori,D1GORI.DLG,Unassigned,3,
D1Moth,D1MOTH.DLG,Unassigned,3,
D1Sarev,D1SAREV.DLG,Unassigned,3,
Daabol,DAABOL.DLG,Unassigned,3,
Dadrow03,DADROW03.DLG,Unassigned,3,
Dadrow03,DADROW3.DLG,Unassigned,3,
Dadrow10,DADROW10.DLG,Unassigned,3,
Dadrow11,DADROW11.DLG,Unassigned,3,
Dadrow12,DADROW12.DLG,Unassigned,3,
Dadrow13,DADROW13.DLG,Unassigned,3,
Dadrow14,DADROW14.DLG,Unassigned,3,
Dadrow15,DADROW15.DLG,Unassigned,3,
Dadrow16,DADROW16.DLG,Unassigned,3,
Dadrow17,DADROW17.DLG,Unassigned,3,
Dadrow18,DADROW18.DLG,Unassigned,3,
Dadrow21,DADROW21.DLG,Unassigned,3,
Dadrow22,DADROW22.DLG,Unassigned,3,
Dadrow23,DADROW23.DLG,Unassigned,3,
Dadrow26,DADROW26.DLG,Unassigned,3,
Dadrow6,DADROW6.DLG,Unassigned,3,
Dadrow8,DADROW8.DLG,Unassigned,3,
Dadrow9,DADROW9.DLG,Unassigned,3,
Daduer1,DADUER1.DLG,Unassigned,3,
Daerragh,DAERRAGH.DLG,Unassigned,3,
Daerragh,LIFE3.DLG,Unassigned,3,
Daerragh,SLAVER4.DLG,Unassigned,3,
Dagenie,DAGENIE.DLG,Unassigned,3,
Dagith1,DAGITH1.DLG,Unassigned,3,
Dagith2,DAGITH2.DLG,Unassigned,3,
Daitel,DAITEL.DLG,Unassigned,3,
Daitel,EXCULT1.DLG,Unassigned,3,
Daitel,SPECH1.DLG,Unassigned,3,
Daleson,DALESON.DLG,Unassigned,3,
Dandal,DANDAL.DLG,Unassigned,3,
Dandal,LAVOK.DLG,Unassigned,3,
Dandal,VALYGARJ.DLG,Unassigned,3,
Danno1,DANNO1.DLG,Unassigned,3,
Daqilue,DAQILUE.DLG,Unassigned,3,
Daslave1,DASLAVE1.DLG,Unassigned,3,
Daslave2,DASLAVE2.DLG,Unassigned,3,
Daslave3,DASLAVE3.DLG,Unassigned,3,
Daslave4,DASLAVE4.DLG,Unassigned,3,
Daslave5,DASLAVE5.DLG,Unassigned,3,
Daslave6,DASLAVE6.DLG,Unassigned,3,
Daslave7,DASLAVE7.DLG,Unassigned,3,
Dawnmas,DAWNMAS.DLG,Unassigned,3,
Dbeggar,DBEGGAR.DLG,Unassigned,3,
Dbeggar2,DBEGGAR2.DLG,Unassigned,3,
Dcleric,DCLERIC.DLG,Unassigned,3,
Dcowl1,DCOWL1.DLG,Unassigned,3,
Ddguard1,DDGUARD1.DLG,Unassigned,3,
Ddguard2,DDGUARD2.DLG,Unassigned,3,
Ddguard3,DDGUARD3.DLG,Unassigned,3,
Ddguard4,DDGUARD4.DLG,Unassigned,3,
Ddguard5,DDGUARD5.DLG,Unassigned,3,
Ddguard6,DDGUARD6.DLG,Unassigned,3,
Dean,DEAN.DLG,Unassigned,3,
Dean,PROPHET1.DLG,Unassigned,3,
Death1,DEATH1.DLG,Unassigned,3,
Death1,RYLOCK.DLG,Unassigned,3,
Death2,DEATH2.DLG,Unassigned,3,
Death2,RYLOCK.DLG,Unassigned,3,
Degard,DEGARD.DLG,Unassigned,3,
Degard,HOUSG3.DLG,Unassigned,3,
Degard,SERVA2.DLG,Unassigned,3,
Del,DEL.DLG,Unassigned,3,
Del,MINEC5.DLG,Unassigned,3,
Delainy,DELAINY.DLG,Unassigned,3,
Delainy,THIEF5.DLG,Unassigned,3,
Delcia,DELCIA.DLG,Unassigned,3,
Delnob01,DELNOB01.DLG,Unassigned,3,
Delnob02,DELNOB02.DLG,Unassigned,3,
Delon,DELON.DLG,Unassigned,3,
Delon,DREPPI2.DLG,Unassigned,3,
Delon,FULLER2.DLG,Unassigned,3,
Delon,KAGAIJ.DLG,Unassigned,3,
Delon,PHLYDI2.DLG,Unassigned,3,
Delon,REEVOR2.DLG,Unassigned,3,
Delon,SAFANJ.DLG,Unassigned,3,
Delon,SKIEJ.DLG,Unassigned,3,
Delon,SKIEP.DLG,Unassigned,3,
Delon,WINTHR2.DLG,Unassigned,3,
Delryng1,DELRYNG1.DLG,Unassigned,3,
Delryng1,IRONM3.DLG,Unassigned,3,
Deltow01,DELTOW01.DLG,Unassigned,3,
Deltow02,DELTOW02.DLG,Unassigned,3,
Deltow03,DELTOW03.DLG,Unassigned,3,
Demson,DEMSON.DLG,Unassigned,3,
Denkod,DENKOD.DLG,Unassigned,3,
Denkod,JAHEIRAJ.DLG,Unassigned,3,
Desslo,DESSLO.DLG,Unassigned,3,
Desslo,GLAD2.DLG,Unassigned,3,
Desslo,HENDAK.DLG,Unassigned,3,
Desslo,IMOENP.DLG,Unassigned,3,
Desslo,JAGALVAR.DLG,Unassigned,3,
Desslo,JAHEIRAJ.DLG,Unassigned,3,
Desslo,LEHTIN.DLG,Unassigned,3,
Desslo,NOBLE1.DLG,Unassigned,3,
Desslo,NOBLE2.DLG,Unassigned,3,
Desslo,RIELEV.DLG,Unassigned,3,
Destus,DESTUS.DLG,Unassigned,3,
Destus,QUAYLE.DLG,Unassigned,3,
Detran,DETRAN.DLG,Unassigned,3,
Detran,MINSCP.DLG,Unassigned,3,
Detran,SASSAR.DLG,Unassigned,3,
Dezkiel,DEZKIEL.DLG,Unassigned,3,
Dezkiel,LYROS.DLG,Unassigned,3,
Dezkiel,RENFELD.DLG,Unassigned,3,
Dfisher,DFISHER.DLG,Unassigned,3,
Dftown1,DFTOWN1.DLG,Unassigned,3,
Dftown2,DFTOWN2.DLG,Unassigned,3,
Dgdru01,DGDRU01.DLG,Unassigned,3,
Dgfig01,DGFIG01.DLG,Unassigned,3,
Dgmag01,DGMAG01.DLG,Unassigned,3,
Dhalf1,DHALF1.DLG,Unassigned,3,
Dhania,DHANIA.DLG,Unassigned,3,
Dhania,JAHEIRA.DLG,Unassigned,3,
Dharlot1,DHARLOT1.DLG,Unassigned,3,
Dharlot2,DHARLOT2.DLG,Unassigned,3,
Diane,DIANE.DLG,Unassigned,3,
Diatest1,DIATEST1.DLG,Unassigned,3,
Dilak,DILAK.DLG,Unassigned,3,
Dilak,MAGE2.DLG,Unassigned,3,
Dillar,DILLAR.DLG,Unassigned,3,
Dillar,KELDOR.DLG,Unassigned,3,
Dink,DINK.DLG,Unassigned,3,
Dlost,DLOST.DLG,Unassigned,3,
Dmanno,DMANNO.DLG,Unassigned,3,
Dmark1,DMARK1.DLG,Unassigned,3,
Dmrest,DMREST.DLG,Unassigned,3,
Dmrest,DMSTORE.DLG,Unassigned,3,
Dmtown1,DMTOWN1.DLG,Unassigned,3,
Dmtown2,DMTOWN2.DLG,Unassigned,3,
Docsol01,DOCSOL01.DLG,Unassigned,3,
Docsol02,DOCSOL02.DLG,Unassigned,3,
Docsol03,DOCSOL03.DLG,Unassigned,3,
Doghma,DOGHMA.DLG,Unassigned,3,
Domt,DOMT.DLG,Unassigned,3,
Doomsay,DOOMSAY.DLG,Unassigned,3,
Doomsay,IDJINNI.DLG,Unassigned,3,
Doomsay,LIFE2.DLG,Unassigned,3,
Doomsay,OHBNOOB.DLG,Unassigned,3,
Dopdur1,DOPDUR1.DLG,Unassigned,3,
Dopdur1,PROPHET4.DLG,Unassigned,3,
Dopdur2,DOPDUR2.DLG,Unassigned,3,
Dopdur2,JAHEIRAJ.DLG,Unassigned,3,
Dopdur2,PROPHET4.DLG,Unassigned,3,
Dopmer,DOPMER.DLG,Unassigned,3,
Dopmer,ESCORT1.DLG,Unassigned,3,
Dopmer,ESCORT2.DLG,Unassigned,3,
Dopmer,MADAM.DLG,Unassigned,3,
Doppsm,DOPPSM.DLG,Unassigned,3,
Doppsm,JAHEIRA.DLG,Unassigned,3,
Doppsm,LIFE2.DLG,Unassigned,3,
Dork,DORK.DLG,Unassigned,3,
Dorkus,DORKUS.DLG,Unassigned,3,
Dorkus,REVEN3.DLG,Unassigned,3,
Dorkus,VAIL.DLG,Unassigned,3,
Dorn,DORN.DLG,Unassigned,3,
Dorn25A,DORN25A.DLG,Unassigned,3,
Dorn25A,DORN25P.DLG,Unassigned,3,
Dorn25J,DORN25J.DLG,Unassigned,3,
Dorn25J,OHDNAIMA.DLG,Unassigned,3,
Dorn25J,OHDSWORD.DLG,Unassigned,3,
Dorn25J,RASAADJ.DLG,Unassigned,3,
Dorn25P,DORN25P.DLG,Unassigned,3,
Dorn25P,DORNP.DLG,Unassigned,3,
Dornj,DORN.DLG,Unassigned,3,
Dornj,DORNJ.DLG,Unassigned,3,
Dornj,HEXXATJ.DLG,Unassigned,3,
Dornj,KELDORJ.DLG,Unassigned,3,
Dornj,OHDSUMM.DLG,Unassigned,3,
Dornj,OHDVERN.DLG,Unassigned,3,
Dornj,OHDXACH.DLG,Unassigned,3,
Dornp,DORNP.DLG,Unassigned,3,
Doug,DOUG.DLG,Unassigned,3,
Doug,ISLANNE.DLG,Unassigned,3,
Dpjon01,DPJON01.DLG,Unassigned,3,
Dpjon02,DPJON02.DLG,Unassigned,3,
Dradee2,DRADEE2.DLG,Unassigned,3,
Dragblac,DRAGBLAC.DLG,Unassigned,3,
Dream1,DREAM1.DLG,Unassigned,3,
Dream2,DREAM2.DLG,Unassigned,3,
Dream3,DREAM3.DLG,Unassigned,3,
Dream4,DREAM4.DLG,Unassigned,3,
Dreampc,DREAMPC.DLG,Unassigned,3,
Drelik,DRELIK.DLG,Unassigned,3,
Drelik,HERVO.DLG,Unassigned,3,
Drelik,JAHEIRAP.DLG,Unassigned,3,
Drelik,KALAH2.DLG,Unassigned,3,
Drelle,DRELLE.DLG,Unassigned,3,
Drelle2,DRELLE2.DLG,Unassigned,3,
Drenden,DRENDEN.DLG,Unassigned,3,
Drenden,TAMOKO3.DLG,Unassigned,3,
Drowwa,DROWWA.DLG,Unassigned,3,
Drowwa,HOUSG6.DLG,Unassigned,3,
Drowwa,WAITER.DLG,Unassigned,3,
Drshch01,DRSHCH01.DLG,Unassigned,3,
Drshlo01,DRSHLO01.DLG,Unassigned,3,
Drshnl01,DRSHNL01.DLG,Unassigned,3,
Drshsp01,DRSHSP01.DLG,Unassigned,3,
Drslayer,DRSLAYER.DLG,Unassigned,3,
Drstatu1,DRSTATU1.DLG,Unassigned,3,
Drstatu2,DRSTATU2.DLG,Unassigned,3,
Drstatu3,DRSTATU3.DLG,Unassigned,3,
Druff1,DRUFF1.DLG,Unassigned,3,
Druff2,DRUFF2.DLG,Unassigned,3,
Druid2,DRUID2.DLG,Unassigned,3,
Druid2,KELDORJ.DLG,Unassigned,3,
Druid2,NALIA.DLG,Unassigned,3,
Druidad,DRUIDAD.DLG,Unassigned,3,
Druidc,DRUIDC.DLG,Unassigned,3,
Drunk,DRUNK.DLG,Unassigned,3,
Drunk1,DRUNK1.DLG,Unassigned,3,
Drunk1,EURIC.DLG,Unassigned,3,
Drunk1,FERGUS.DLG,Unassigned,3,
Drunk1,OHRYXTRA.DLG,Unassigned,3,
Drunk1,VELVET.DLG,Unassigned,3,
Drunk2,DRUNK2.DLG,Unassigned,3,
Drunk2,FERGUS.DLG,Unassigned,3,
Drush,DRUSH.DLG,Unassigned,3,
Dryad,DRYAD.DLG,Chapter 1 - Irenicus Dungeon,2,Dryads requesting their acorns (optional)
Dsailor1,DSAILOR1.DLG,Unassigned,3,
Dsailor2,DSAILOR2.DLG,Unassigned,3,
Dshop01,DSHOP01.DLG,Unassigned,3,
Dshop02,DSHOP02.DLG,Unassigned,3,
Dshop02,JAHABOAM.DLG,Unassigned,3,
Dshop02,PARDA1.DLG,Unassigned,3,
Dshop02,SORREL.DLG,Unassigned,3,
Dshop02,WILLIB.DLG,Unassigned,3,
Duergar1,DUERGAR1.DLG,Unassigned,3,
Duergar3,DUERGAR3.DLG,Unassigned,3,
Duergar3,IDUR1.DLG,Unassigned,3,
Durlyle,DURLYLE.DLG,Unassigned,3,
Durlyle,GORCH.DLG,Unassigned,3,
Durlyle,THIEF5.DLG,Unassigned,3,
Dushai,DUSHAI.DLG,Unassigned,3,
Dushai,HAERDAJ.DLG,Unassigned,3,
Dushai,KELDORJ.DLG,Unassigned,3,
Dushai,OHNMOLZA.DLG,Unassigned,3,
Dushai,SASSAR.DLG,Unassigned,3,
Dushai,THIEF1.DLG,Unassigned,3,
Dushai,THIEF2.DLG,Unassigned,3,
Dushai,THIEF3.DLG,Unassigned,3,
Dushai,YOSHJ.DLG,Unassigned,3,
Dynahp,DYNAHP.DLG,Unassigned,3,
Dynahp,JAMERONA.DLG,Unassigned,3,
Dynahp,JAMERONI.DLG,Unassigned,3,
Dynahp,LEHTIN.DLG,Unassigned,3,
Edwin,EDWIN.DLG,Unassigned,3,
Edwin,EDWINJ.DLG,Unassigned,3,
Edwin,FARM3.DLG,Unassigned,3,
Edwin,FTOWBA.DLG,Unassigned,3,
Edwin,HOBGO5.DLG,Unassigned,3,
Edwin,HUNTER.DLG,Unassigned,3,
Edwin,IRON11.DLG,Unassigned,3,
Edwin,IRON3.DLG,Unassigned,3,
Edwin,IRON5.DLG,Unassigned,3,
Edwin,IRON8.DLG,Unassigned,3,
Edwin,IRON9.DLG,Unassigned,3,
Edwin,IRONHO.DLG,Unassigned,3,
Edwin,KIVAN.DLG,Unassigned,3,
Edwin,LARYSS.DLG,Unassigned,3,
Edwin,LOWLGU.DLG,Unassigned,3,
Edwin,MINEC3.DLG,Unassigned,3,
Edwin,MINEC4.DLG,Unassigned,3,
Edwin,MINEC5.DLG,Unassigned,3,
Edwin,MINERC.DLG,Unassigned,3,
Edwin,MTOWBA.DLG,Unassigned,3,
Edwin,NARCIL.DLG,Unassigned,3,
Edwin,NHUNTC.DLG,Unassigned,3,
Edwin,NOBL2.DLG,Unassigned,3,
Edwin,PNASHK.DLG,Unassigned,3,
Edwin,POGHM2.DLG,Unassigned,3,
Edwin,R179.DLG,Unassigned,3,
Edwin,READ4.DLG,Unassigned,3,
Edwin,SHOPNYMP.DLG,Unassigned,3,
Edwin,SILVGU.DLG,Unassigned,3,
Edwin,TOWNCR.DLG,Unassigned,3,
Edwin,WILTON.DLG,Unassigned,3,
Edwin25A,EDWIN25A.DLG,Unassigned,3,
Edwin25J,EDWIN25J.DLG,Unassigned,3,
Edwin25J,EDWINJ.DLG,Unassigned,3,
Edwin25P,EDWIN25P.DLG,Unassigned,3,
Edwinp,EDWINP.DLG,Unassigned,3,
Edwinp,MULTIG.DLG,Unassigned,3,
Edwinw,EDWINW.DLG,Unassigned,3,
Edwinw,GNARL.DLG,Unassigned,3,
Edwinw,GNOLL5.DLG,Unassigned,3,
Edwinw,GUARCA.DLG,Unassigned,3,
Edwinw,HAIRTO.DLG,Unassigned,3,
Edwinw,HALFTR.DLG,Unassigned,3,
Edwinw,HOUSG3.DLG,Unassigned,3,
Edwinw,KAHRK.DLG,Unassigned,3,
Eldotd,ELDOTD.DLG,Unassigned,3,
Eldotp,ELDOTP.DLG,Unassigned,3,
Eldotp,JAGALVAR.DLG,Unassigned,3,
Eldotp,JAHEIRAP.DLG,Unassigned,3,
Eldotp,LEHTIN.DLG,Unassigned,3,
Elearb01,ELEARB01.DLG,Unassigned,3,
Elearb02,ELEARB02.DLG,Unassigned,3,
Elearb03,ELEARB03.DLG,Unassigned,3,
Elearb04,ELEARB04.DLG,Unassigned,3,
Elearb06,ELEARB06.DLG,Unassigned,3,
Elearb07,ELEARB07.DLG,Unassigned,3,
Elearb08,ELEARB08.DLG,Unassigned,3,
Elearb09,ELEARB09.DLG,Unassigned,3,
Elearb10,ELEARB10.DLG,Unassigned,3,
Elearb11,ELEARB11.DLG,Unassigned,3,
Elelev01,ELELEV01.DLG,Unassigned,3,
Eleprv01,ELEPRV01.DLG,Unassigned,3,
Eleprv01,PIRPRV01.DLG,Unassigned,3,
Elepuz01,ELEPUZ01.DLG,Unassigned,3,
Elepuz02,ELEPUZ02.DLG,Unassigned,3,
Elepuz03,ELEPUZ03.DLG,Unassigned,3,
Elepuz04,ELEPUZ04.DLG,Unassigned,3,
Elfbount,ELFBOUNT.DLG,Unassigned,3,
Elfbount,GERDE.DLG,Unassigned,3,
Elgea,ELGEA.DLG,Unassigned,3,
Elmin5,ELMIN5.DLG,Unassigned,3,
Elmin5,KELDORJ.DLG,Unassigned,3,
Elmin5,SEWERM1.DLG,Unassigned,3,
Elmin5,SWSFOLL1.DLG,Unassigned,3,
Elmin5,SWSFOLL2.DLG,Unassigned,3,
Elmins,ELMINS.DLG,Unassigned,3,
Elotte,ELOTTE.DLG,Unassigned,3,
Embarl,EMBARL.DLG,Unassigned,3,
Emitar,EMITAR.DLG,Unassigned,3,
Emitar,KALAH.DLG,Unassigned,3,
Emitar,QUAYLE.DLG,Unassigned,3,
Emitar,QUAYLEM.DLG,Unassigned,3,
Enna,ENNA.DLG,Unassigned,3,
Enna,FTOWN5.DLG,Unassigned,3,
Enna,HAERDAJ.DLG,Unassigned,3,
Enna,MAZZYJ.DLG,Unassigned,3,
Enna,URCHIN1.DLG,Unassigned,3,
Erik,ERIK.DLG,Unassigned,3,
Erik,HENDAK.DLG,Unassigned,3,
Erlin,ERLIN.DLG,Unassigned,3,
Erlin,JAHEIRAJ.DLG,Unassigned,3,
Erlin,KELDORJ.DLG,Unassigned,3,
Erlin,SPOILED1.DLG,Unassigned,3,
Escort1,ESCORT1.DLG,Unassigned,3,
Escort1,KIVANJ.DLG,Unassigned,3,
Escort1,KIVANP.DLG,Unassigned,3,
Escort1,QUAYLJ.DLG,Unassigned,3,
Escort1,SAFANJ.DLG,Unassigned,3,
Escort1,VICONJ.DLG,Unassigned,3,
Escort1,VICONP.DLG,Unassigned,3,
Escort2,ESCORT2.DLG,Unassigned,3,
Escort2,FALDOJ.DLG,Unassigned,3,
